id,station,date,precip,tobs,latitude,longitude,elevation,name,country,state
25,USC00519397,40205,0.12,68,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
26,USC00519397,40206,0.0,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
27,USC00519397,40208,0.0,70,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
28,USC00519397,40209,0.03,67,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
29,USC00519397,40210,0.01,66,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
30,USC00519397,40212,0.0,67,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
31,USC00519397,40213,0.01,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
32,USC00519397,40214,0.0,67,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
33,USC00519397,40215,0.0,67,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
34,USC00519397,40216,0.0,64,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
35,USC00519397,40217,0.0,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
36,USC00519397,40218,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
37,USC00519397,40220,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
38,USC00519397,40221,0.02,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
39,USC00519397,40222,0.01,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
40,USC00519397,40223,0.0,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
41,USC00519397,40224,0.0,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
42,USC00519397,40225,0.0,61,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
43,USC00519397,40226,0.0,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
44,USC00519397,40228,0.0,63,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
45,USC00519397,40229,0.03,64,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
46,USC00519397,40230,0.0,65,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
47,USC00519397,40231,0.0,67,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
48,USC00519397,40232,0.0,68,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
49,USC00519397,40233,0.0,65,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
50,USC00519397,40234,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
51,USC00519397,40235,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
52,USC00519397,40237,0.0,66,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
53,USC00519397,40238,0.01,70,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
54,USC00519397,40239,0.0,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
55,USC00519397,40240,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
56,USC00519397,40241,0.12,70,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
57,USC00519397,40242,0.08,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
58,USC00519397,40243,0.03,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
59,USC00519397,40244,0.0,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
60,USC00519397,40245,0.43,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
61,USC00519397,40246,0.06,70,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
62,USC00519397,40248,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
63,USC00519397,40249,0.0,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
64,USC00519397,40250,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
65,USC00519397,40251,0.0,70,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
66,USC00519397,40252,0.06,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
67,USC00519397,40254,0.0,68,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
68,USC00519397,40255,0.0,70,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
69,USC00519397,40258,0.0,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
70,USC00519397,40259,0.0,69,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
71,USC00519397,40260,0.0,68,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
72,USC00519397,40261,0.0,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
73,USC00519397,40263,0.0,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
74,USC00519397,40264,0.0,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
75,USC00519397,40265,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
76,USC00519397,40266,0.0,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
77,USC00519397,40267,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
78,USC00519397,40268,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
79,USC00519397,40269,0.0,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
80,USC00519397,40270,0.01,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
81,USC00519397,40271,0.17,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
82,USC00519397,40272,0.15,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
83,USC00519397,40273,0.27,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
84,USC00519397,40274,0.01,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
85,USC00519397,40276,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
86,USC00519397,40277,0.01,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
87,USC00519397,40278,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
88,USC00519397,40279,0.01,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
89,USC00519397,40280,0.01,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
90,USC00519397,40281,0.0,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
91,USC00519397,40283,0.0,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
92,USC00519397,40284,0.01,68,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
93,USC00519397,40285,0.0,70,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
94,USC00519397,40286,0.0,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
95,USC00519397,40287,0.0,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
96,USC00519397,40288,0.04,71,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
97,USC00519397,40289,0.01,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
98,USC00519397,40290,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
99,USC00519397,40291,0.02,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
100,USC00519397,40292,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
101,USC00519397,40293,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
102,USC00519397,40294,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
103,USC00519397,40296,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
104,USC00519397,40298,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
105,USC00519397,40299,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
106,USC00519397,40300,0.03,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
107,USC00519397,40301,0.2,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
108,USC00519397,40302,0.08,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
109,USC00519397,40303,0.01,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
110,USC00519397,40304,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
111,USC00519397,40305,0.05,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
112,USC00519397,40306,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
113,USC00519397,40307,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
114,USC00519397,40308,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
115,USC00519397,40309,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
116,USC00519397,40311,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
117,USC00519397,40312,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
118,USC00519397,40313,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
119,USC00519397,40314,0.03,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
120,USC00519397,40315,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
121,USC00519397,40316,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
122,USC00519397,40317,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
123,USC00519397,40319,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
124,USC00519397,40320,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
125,USC00519397,40321,0.05,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
126,USC00519397,40322,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
127,USC00519397,40323,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
128,USC00519397,40324,0.02,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
129,USC00519397,40325,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
130,USC00519397,40326,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
131,USC00519397,40327,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
132,USC00519397,40328,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
133,USC00519397,40329,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
134,USC00519397,40330,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
135,USC00519397,40331,0.01,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
136,USC00519397,40332,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
137,USC00519397,40333,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
138,USC00519397,40334,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
139,USC00519397,40335,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
140,USC00519397,40336,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
141,USC00519397,40337,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
142,USC00519397,40338,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
143,USC00519397,40339,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
144,USC00519397,40340,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
145,USC00519397,40341,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
146,USC00519397,40342,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
147,USC00519397,40343,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
148,USC00519397,40344,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
149,USC00519397,40345,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
150,USC00519397,40346,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
151,USC00519397,40347,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
152,USC00519397,40348,0.0,82,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
153,USC00519397,40349,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
154,USC00519397,40350,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
155,USC00519397,40351,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
156,USC00519397,40352,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
157,USC00519397,40353,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
158,USC00519397,40354,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
159,USC00519397,40355,0.02,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
160,USC00519397,40356,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
161,USC00519397,40357,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
162,USC00519397,40358,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
163,USC00519397,40359,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
164,USC00519397,40360,0.01,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
165,USC00519397,40361,0.05,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
166,USC00519397,40362,0.09,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
167,USC00519397,40363,0.05,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
168,USC00519397,40364,0.06,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
169,USC00519397,40365,0.08,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
170,USC00519397,40366,0.08,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
171,USC00519397,40367,0.03,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
172,USC00519397,40368,0.06,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
173,USC00519397,40369,0.09,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
174,USC00519397,40370,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
175,USC00519397,40371,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
176,USC00519397,40372,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
177,USC00519397,40375,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
178,USC00519397,40376,0.02,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
179,USC00519397,40377,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
180,USC00519397,40378,0.04,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
181,USC00519397,40380,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
182,USC00519397,40381,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
183,USC00519397,40383,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
184,USC00519397,40384,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
185,USC00519397,40385,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
186,USC00519397,40386,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
187,USC00519397,40387,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
188,USC00519397,40388,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
189,USC00519397,40389,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
190,USC00519397,40390,0.02,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
191,USC00519397,40391,0.04,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
192,USC00519397,40392,0.01,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
193,USC00519397,40393,0.02,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
194,USC00519397,40394,0.07,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
195,USC00519397,40395,0.08,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
196,USC00519397,40396,0.03,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
197,USC00519397,40397,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
198,USC00519397,40398,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
199,USC00519397,40399,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
200,USC00519397,40400,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
201,USC00519397,40401,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
202,USC00519397,40402,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
203,USC00519397,40403,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
204,USC00519397,40404,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
205,USC00519397,40405,0.01,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
206,USC00519397,40406,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
207,USC00519397,40407,0.05,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
208,USC00519397,40408,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
209,USC00519397,40409,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
210,USC00519397,40410,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
211,USC00519397,40411,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
212,USC00519397,40412,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
213,USC00519397,40413,0.01,87,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
214,USC00519397,40414,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
215,USC00519397,40415,0.04,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
216,USC00519397,40416,0.03,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
217,USC00519397,40417,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
218,USC00519397,40418,0.04,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
219,USC00519397,40419,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
220,USC00519397,40420,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
221,USC00519397,40421,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
222,USC00519397,40422,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
223,USC00519397,40423,0.02,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
224,USC00519397,40424,0.04,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
225,USC00519397,40425,0.01,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
226,USC00519397,40426,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
227,USC00519397,40427,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
228,USC00519397,40428,0.06,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
229,USC00519397,40429,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
230,USC00519397,40430,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
231,USC00519397,40431,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
232,USC00519397,40432,0.05,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
233,USC00519397,40433,0.0,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
234,USC00519397,40434,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
235,USC00519397,40435,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
236,USC00519397,40436,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
237,USC00519397,40437,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
238,USC00519397,40438,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
239,USC00519397,40440,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
240,USC00519397,40441,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
241,USC00519397,40442,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
242,USC00519397,40443,0.04,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
243,USC00519397,40444,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
244,USC00519397,40445,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
245,USC00519397,40446,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
246,USC00519397,40447,0.0,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
247,USC00519397,40448,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
248,USC00519397,40449,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
249,USC00519397,40450,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
250,USC00519397,40451,0.57,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
251,USC00519397,40452,0.31,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
252,USC00519397,40453,0.03,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
253,USC00519397,40454,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
254,USC00519397,40455,0.06,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
255,USC00519397,40456,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
256,USC00519397,40457,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
257,USC00519397,40458,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
258,USC00519397,40459,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
259,USC00519397,40460,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
260,USC00519397,40461,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
261,USC00519397,40462,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
262,USC00519397,40463,0.0,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
263,USC00519397,40464,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
264,USC00519397,40466,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
265,USC00519397,40467,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
266,USC00519397,40468,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
267,USC00519397,40469,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
268,USC00519397,40470,0.07,72,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
269,USC00519397,40471,0.0,74,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
270,USC00519397,40472,0.0,80,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
271,USC00519397,40473,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
272,USC00519397,40474,0.0,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
273,USC00519397,40475,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
274,USC00519397,40476,0.0,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
275,USC00519397,40477,0.07,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
276,USC00519397,40478,0.05,79,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
277,USC00519397,40479,0.06,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
278,USC00519397,40480,0.03,78,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
279,USC00519397,40481,0.02,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
280,USC00519397,40482,0.0,76,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
281,USC00519397,40483,0.01,75,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
282,USC00519397,40484,0.01,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
283,USC00519397,40486,0.0,73,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
284,USC00519397,40487,0.0,77,21.2716,-157.8168,3.0,WAIKIKI 717.2,US,HI
